ID,Pronoun,Position (abs),Position (relative),Single/multi author,Conference,Topic,Year,Type,Grouped Type,Inc. for author pos?,Inc. for single/multiauthor?,Invited paper status
235,She,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
236,She,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,invited speaker,invited speaker,FALSE,FALSE,invited
237,She,6,middle,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,tutorial,workshop,FALSE,FALSE,not invited
238,He,2,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
239,He,2,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
240,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
241,He,2,last,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
242,She,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,tutorial,workshop,FALSE,FALSE,not invited
243,She,1,first,single,2016 Audio for Games,Audio for Games,2016,keynote,keynote,FALSE,FALSE,invited
244,He,2,last,multi,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,TRUE,TRUE,not invited
245,He,3,middle,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
246,He,3,middle,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
247,He,1,first,single,2016 Sound Field Control,Sound Field Control,2016,demo,demo,FALSE,FALSE,not invited
248,He,2,middle,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
249,He,2,middle,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
250,Information Unavailable,2,middle,multi,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,TRUE,TRUE,not invited
251,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
252,She,2,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
253,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
254,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,tutorial,workshop,FALSE,FALSE,not invited
255,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
256,Information Unavailable,3,middle,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
257,Information Unavailable,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
258,He,3,last,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
259,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
260,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
261,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
262,He,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,tutorial,workshop,FALSE,FALSE,not invited
263,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
264,She,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
265,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
266,He,3,last,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
267,He,3,last,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
268,He,3,last,multi,2016 Headphone Technology,Headphone Technology,2016,poster,poster,TRUE,TRUE,not invited
269,He,3,last,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,paper,paper,TRUE,TRUE,not invited
270,He,1,first,multi,2016 Audio for Games,Audio for Games,2016,keynote,keynote,FALSE,FALSE,invited
271,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
272,He,2,middle,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
273,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
274,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
275,He,2,middle,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
276,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
277,She,3,last,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
278,She,3,last,multi,2014 Audio Forensics,Audio Forensics,2014,tutorial,workshop,FALSE,FALSE,not invited
279,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
280,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
281,He,3,middle,multi,2012 Automotive Audio,Automotive Audio,2012,workshop,workshop,FALSE,FALSE,not invited
282,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
283,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
284,He,2,middle,multi,2012 Automotive Audio,Automotive Audio,2012,workshop,workshop,FALSE,FALSE,not invited
285,He,2,last,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
286,He,2,middle,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
287,He,2,middle,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
288,He,3,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
289,He,3,last,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
290,He,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,tutorial,workshop,FALSE,FALSE,not invited
291,He,2,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
292,He,1,first,single,2016 Headphone Technology,Headphone Technology,2016,paper,paper,FALSE,TRUE,not invited
293,He,4,last,multi,2012 Audio Forensics,Audio Forensics,2012,workshop,workshop,FALSE,FALSE,not invited
294,He,3,last,multi,2012 Audio Forensics,Audio Forensics,2012,poster,poster,TRUE,TRUE,not invited
295,He,2,middle,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
296,He,1,first,single,2013 Audio Education,Audio Education,2013,paper,paper,FALSE,TRUE,not invited
297,Information Unavailable,5,last,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
298,He,2,last,multi,2013 Audio Education,Audio Education,2013,paper,paper,TRUE,TRUE,not invited
299,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
300,He,4,middle,multi,2013 Audio for Games,Audio for Games,2013,workshop,workshop,FALSE,FALSE,not invited
301,He,5,middle,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
302,He,1,first,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
303,She,1,first,single,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,FALSE,TRUE,not invited
304,He,3,middle,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
305,He,4,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
306,He,1,first,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
307,She,1,first,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
308,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
309,He,3,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
310,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
311,He,1,first,multi,2013 Audio for Games,Audio for Games,2013,paper,paper,TRUE,TRUE,not invited
312,He,2,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
313,He,3,last,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
314,He,3,middle,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
315,She,1,first,single,2012 Audio Forensics,Audio Forensics,2012,paper,paper,FALSE,TRUE,not invited
316,He,3,last,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
317,He,2,last,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
318,He,2,last,multi,2013 Audio for Games,Audio for Games,2013,poster,poster,TRUE,TRUE,not invited
319,He,1,first,single,2015 Audio for Games,Audio for Games,2015,keynote,keynote,FALSE,FALSE,invited
320,He,3,middle,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
321,He,1,first,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,tutorial,workshop,FALSE,FALSE,not invited
322,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
323,He,2,last,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
324,He,1,first,multi,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,TRUE,TRUE,not invited
325,He,1,first,single,2012 Audio Forensics,Audio Forensics,2012,poster,poster,FALSE,TRUE,not invited
326,He,6,middle,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
327,He,1,first,single,2014 Semantic Audio,Semantic Audio,2014,paper,paper,FALSE,TRUE,not invited
328,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
329,He,1,first,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
330,He,1,first,single,2013 Audio Education,Audio Education,2013,paper,paper,FALSE,TRUE,not invited
331,He,2,middle,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
332,He,2,middle,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
333,He,4,last,multi,2012 Automotive Audio,Automotive Audio,2012,workshop,workshop,FALSE,FALSE,not invited
334,He,3,last,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
335,He,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,tutorial,workshop,FALSE,FALSE,not invited
336,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
337,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,keynote,keynote,FALSE,FALSE,invited
338,He,1,first,single,2013 Audio Education,Audio Education,2013,paper,paper,FALSE,TRUE,not invited
339,He,1,first,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
340,He,3,middle,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
341,He,3,last,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
342,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,poster,poster,TRUE,TRUE,not invited
343,He,1,first,single,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,FALSE,TRUE,not invited
344,He,5,middle,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
345,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,tutorial,workshop,FALSE,FALSE,not invited
346,He,2,middle,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
347,He,5,last,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
348,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
349,He,1,first,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
350,He,4,last,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
351,He,1,first,single,2013 Audio Education,Audio Education,2013,paper,paper,FALSE,TRUE,not invited
352,He,1,first,single,2016 Headphone Technology,Headphone Technology,2016,poster,poster,FALSE,TRUE,not invited
353,He,4,last,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
354,He,2,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
355,He,2,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
356,He,3,last,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
357,He,3,middle,multi,2014 Semantic Audio,Semantic Audio,2014,demo,demo,FALSE,FALSE,not invited
358,He,1,first,single,2013 Audio for Games,Audio for Games,2013,paper,paper,FALSE,TRUE,not invited
359,He,4,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
360,He,2,middle,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
361,He,1,first,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
362,He,2,middle,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
363,He,1,first,single,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,FALSE,TRUE,not invited
364,He,1,first,multi,2013 Audio Education,Audio Education,2013,paper,paper,TRUE,TRUE,not invited
365,He,6,middle,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
366,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
367,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,paper,paper,FALSE,TRUE,not invited
368,He,1,first,single,2013 Audio Education,Audio Education,2013,paper,paper,FALSE,TRUE,not invited
369,He,1,first,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
370,He,1,first,multi,2013 Audio Education,Audio Education,2013,workshop,workshop,FALSE,FALSE,not invited
371,He,3,last,multi,2013 Audio for Games,Audio for Games,2013,workshop,workshop,FALSE,FALSE,not invited
372,He,1,first,single,2015 Audio for Games,Audio for Games,2015,keynote,keynote,FALSE,FALSE,invited
373,He,2,middle,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
374,He,4,middle,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
375,He,3,last,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
376,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
377,She,3,last,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
378,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
379,He,3,middle,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
380,He,3,last,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
381,He,3,last,multi,2013 Audio Education,Audio Education,2013,paper,paper,TRUE,TRUE,not invited
382,She,2,last,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
383,She,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
384,He,3,last,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
